,year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,emission_intensity
210,1983,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,12.053361220018164,Million tonnes/yr,32.714498084701425,2.7141390262468317
211,1983,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.4738999655710305,Million tonnes/yr,13.272348033494776,2.966617075847101
212,1984,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,15.575155142567125,Million tonnes/yr,42.27313641229047,2.7141390262468317
213,1984,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.7810999613131,Million tonnes/yr,17.15030986241046,2.9666170758471013
214,1985,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,16.148116550654155,Million tonnes/yr,43.828233330512816,2.7141390262468317
215,1985,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.993768606010427,Million tonnes/yr,17.781216295266805,2.9666170758471004
216,1986,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,15.368730249118515,Million tonnes/yr,41.71287055299276,2.714139026246832
217,1986,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.7044803114737075,Million tonnes/yr,16.923008700851486,2.9666170758471004
218,1987,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.737107695502017,Million tonnes/yr,31.856142051624044,2.714139026246832
219,1987,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.356514731943595,Million tonnes/yr,12.924110994963325,2.966617075847101
220,1988,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.247510190181517,Million tonnes/yr,30.527306355280576,2.7141390262468312
221,1988,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.174788638282516,Million tonnes/yr,12.384999262381376,2.9666170758471004
222,1989,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.181348373964957,Million tonnes/yr,30.34773398783984,2.7141390262468317
223,1989,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.150231058671015,Million tonnes/yr,12.312146327364424,2.9666170758471004
224,1990,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,12.372261211014052,Million tonnes/yr,33.58003699573313,2.714139026246832
225,1990,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.592267502564365,Million tonnes/yr,13.623499189965164,2.966617075847101
226,1991,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.181348373964957,Million tonnes/yr,30.34773398783984,2.7141390262468317
227,1991,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.150231058671015,Million tonnes/yr,12.312146327364424,2.9666170758471004
228,1992,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.909128443066502,Million tonnes/yr,32.32303027591297,2.7141390262468326
229,1992,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.420364440747886,Million tonnes/yr,13.11352863139,2.966617075847101
230,1993,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,14.55560142739063,Million tonnes/yr,39.50592588457501,2.714139026246832
231,1993,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.402667649702173,Million tonnes/yr,16.02764610473319,2.966617075847101
232,1994,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,16.77202255641146,Million tonnes/yr,45.521600969448514,2.7141390262468326
233,1994,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,6.2253465875529255,Million tonnes/yr,18.468219489700992,2.9666170758471018
234,1995,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,18.988443685432287,Million tonnes/yr,51.537276054322,2.714139026246832
235,1995,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,7.048025525403679,Million tonnes/yr,20.908792874668784,2.9666170758471004
236,1996,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,21.105622067448433,Million tonnes/yr,57.283592526478145,2.714139026246832
237,1996,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,7.833868092929985,Million tonnes/yr,23.240086854419857,2.966617075847101
238,1997,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,22.857587186209894,Million tonnes/yr,62.0386694279318,2.7141390262468326
239,1997,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,8.484152816827713,Million tonnes/yr,25.169232620497368,2.9666170758471
240,1998,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,17.8717227653,Million tonnes/yr,48.50634022356468,2.7141390262468317
241,1998,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,16.5109316918,Million tonnes/yr,48.98161189503893,2.9666170758471004
242,1999,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,64.2218637621858,Million tonnes/yr,174.3070667752557,2.714139026246832
243,1999,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.6831530398142,Million tonnes/yr,73.22546329366008,2.966617075847101
244,2000,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,70.05220060457623,Million tonnes/yr,190.13141153535227,2.714139026246832
245,2000,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.658858111023765,Million tonnes/yr,73.15338954305389,2.966617075847101
246,2001,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,76.09718849482145,Million tonnes/yr,206.53834908145632,2.714139026246832
247,2001,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.147753919678546,Million tonnes/yr,71.63713912147213,2.9666170758471004
248,2002,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,81.04729101787379,Million tonnes/yr,219.9736155231956,2.714139026246832
249,2002,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,23.280024617126205,Million tonnes/yr,69.06291855530746,2.9666170758471004
250,2003,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.94250397513493,Million tonnes/yr,252.25887723601497,2.7141390262468312
251,2003,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.627758229165075,Million tonnes/yr,76.02774517832216,2.9666170758471004
252,2004,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.3489297922624,Million tonnes/yr,231.6488611975803,2.714139026246832
253,2004,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.693708355973573,Million tonnes/yr,73.25677687481942,2.9666170758471
254,2005,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.29127152466528,Million tonnes/yr,250.491341827037,2.714139026246832
255,2005,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.918199608856305,Million tonnes/yr,73.92275645899964,2.9666170758471
256,2006,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.66626943926224,Million tonnes/yr,265.07983343303994,2.714139026246832
257,2006,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.258524202959354,Million tonnes/yr,74.93236921119647,2.9666170758470995
258,2007,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.46955691087057,Million tonnes/yr,264.54592828278044,2.714139026246832
259,2007,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.81811435004381,Million tonnes/yr,76.59245889701305,2.966617075847101
260,2008,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,94.96980121769623,Million tonnes/yr,257.7612437998532,2.7141390262468317
261,2008,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,26.50348194793975,Million tonnes/yr,78.62568211616342,2.9666170758470995
262,2009,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,87.66007126059395,Million tonnes/yr,237.9216204519564,2.714139026246832
263,2009,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.745444502706047,Million tonnes/yr,67.47702405946032,2.9666170758471004
264,2010,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.5573283317243,Million tonnes/yr,232.21448380654672,2.714139026246832
265,2010,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.670921713975694,Million tonnes/yr,67.25594348187312,2.966617075847101
266,2011,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,90.05412926709064,Million tonnes/yr,244.41942671848767,2.7141390262468312
267,2011,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,20.404306152394064,Million tonnes/yr,60.531763052504274,2.9666170758471004
268,2012,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,80.2866733365,Million tonnes/yr,217.9091933901256,2.714139026246832
269,2012,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.4160391947,Million tonnes/yr,54.633336344466514,2.966617075847101
270,2013,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,60.579697010073,Million tonnes/yr,164.42171985324765,2.714139026246832
271,2013,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.266352176615,Million tonnes/yr,54.18927228058291,2.9666170758471004
272,2014,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,57.596329187611346,Million tonnes/yr,156.32444481665544,2.714139026246832
273,2014,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,15.117995421885652,Million tonnes/yr,44.849303371144266,2.9666170758471004
274,2015,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,50.586582937367766,Million tonnes/yr,137.29901895478196,2.714139026246832
275,2015,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.278063724134231,Million tonnes/yr,39.39093057820256,2.966617075847101
276,2016,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,8.907515583859611,Million tonnes/yr,24.176235673055206,2.714139026246832
277,2016,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,2.3380618475443886,Million tonnes/yr,6.936134201311805,2.966617075847101
278,2017,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,6.2614533261980005,Million tonnes/yr,16.994454833657027,2.7141390262468317
279,2017,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,3.408328042093,Million tonnes/yr,10.11120416976161,2.9666170758471004
280,2018,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,0.539780459155,Million tonnes/yr,1.2789710429589585,2.3694282022752833
281,2018,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.690828269377,Million tonnes/yr,15.445699097584836,2.714139026246832
282,2018,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.310078926799,Million tonnes/yr,12.78635374249066,2.9666170758471004
283,2019,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,3.718588406851,Million tonnes/yr,8.810928243846673,2.369428202275283
284,2019,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.936677856656,Million tonnes/yr,16.112969057005447,2.714139026246832
285,2019,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,9.731470563623,Million tonnes/yr,28.869546747147403,2.966617075847101
286,2020,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,2.203574345021,Million tonnes/yr,5.980807127057797,2.7141390262468317
287,2020,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,10.832804139109,Million tonnes/yr,32.13678173838791,2.966617075847101
288,2021,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,1.147600471985,Million tonnes/yr,3.1147472275537726,2.714139026246832
289,2021,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.279506489262,Million tonnes/yr,39.39521070986703,2.9666170758471004
290,2022,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,0.8164746441,Million tonnes/yr,2.216025695492803,2.714139026246832
291,2022,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.551664703962,Million tonnes/yr,40.202599916928115,2.966617075847101
292,1988,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,0.907194049,Million tonnes/yr,2.4622507727697807,2.7141390262468317
293,1989,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,2.0487465603559354,Million tonnes/yr,5.560582994351005,2.714139026246832
294,1990,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,3.1902990726190645,Million tonnes/yr,8.65891521839448,2.714139026246832
295,1991,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,4.331851583975,Million tonnes/yr,11.757247439975703,2.7141390262468317
296,1992,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,5.4734040953309355,Million tonnes/yr,14.855579661556929,2.714139026246832
297,1993,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,6.614956607594065,Million tonnes/yr,17.953911885600405,2.714139026246832
298,1994,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,7.75650911895,Million tonnes/yr,21.052244107181632,2.7141390262468326
299,1995,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,8.898061630305936,Million tonnes/yr,24.15057632876285,2.7141390262468317
300,1996,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,10.039614145290647,Million tonnes/yr,27.248908560193076,2.7141390262468317
301,1997,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,11.181166653925,Million tonnes/yr,30.347240774387547,2.7141390262468317
302,1998,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,12.322719162559354,Million tonnes/yr,33.44557298858202,2.714139026246832
303,1999,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,13.464271680265648,Million tonnes/yr,36.543905227399,2.7141390262468317
304,2000,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.605824188900002,Million tonnes/yr,39.64223744159347,2.7141390262468317
305,2001,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.2429465693,Million tonnes/yr,38.65733713248555,2.7141390262468312
306,2002,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.9624421702,Million tonnes/yr,48.75256530084167,2.7141390262468326
307,2003,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.5995645506,Million tonnes/yr,47.76766499173375,2.714139026246832
308,2004,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,19.5953914584,Million tonnes/yr,53.18461669182727,2.714139026246832
309,2005,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.033203306022,Million tonnes/yr,48.944620861117706,2.714139026246832
310,2006,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.530345644874,Million tonnes/yr,50.293934284595544,2.714139026246832
311,2007,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,25.175542053799003,Million tonnes/yr,68.32992119513419,2.7141390262468317
312,2008,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,23.640569722891,Million tonnes/yr,64.16379288760773,2.714139026246832
313,2009,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.7705706299,Million tonnes/yr,61.802494396521496,2.714139026246832
314,2010,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.4076930103,Million tonnes/yr,60.81759408741359,2.714139026246832
315,2011,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,24.0406422985,Million tonnes/yr,65.24964547839919,2.7141390262468317
316,2012,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,26.504581335584,Million tonnes/yr,71.93711857724192,2.714139026246832
317,2013,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,58.967613185,Million tonnes/yr,160.04630023003574,2.714139026246832
318,2014,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,56.985394187935,Million tonnes/yr,154.66628229153378,2.7141390262468317
319,2015,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,50.371042376676,Million tonnes/yr,136.7140119072693,2.714139026246832
320,2016,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.760863657617,Million tonnes/yr,113.34478982291132,2.714139026246832
321,2017,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.61208383358099,Million tonnes/yr,112.94098069617708,2.7141390262468326
322,2018,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,42.095618261698,Million tonnes/yr,114.25336035806336,2.7141390262468317
323,2019,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,43.274063331349,Million tonnes/yr,117.45182411189133,2.7141390262468326
324,2020,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.452508401,Million tonnes/yr,120.65028786571926,2.714139026246832
